,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,text
124,0.0,Sun Aug 05 23:41:21 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…"
125,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.843,0.0,0.157,2,@CBS,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…"
126,0.0,Sun Aug 05 23:35:46 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!
127,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.827,0.0,0.173,2,@CBS,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!
128,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.798,0.202,0.0,2,@CBS,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…"
129,0.0,Sun Aug 05 23:10:20 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…"
130,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.775,0.0,0.225,2,@CBS,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018"
131,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.853,0.0,0.147,2,@CBS,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018"
132,-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.917,0.083,0.0,2,@CBS,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…"
133,0.0,Sun Aug 05 22:58:36 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018
134,-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.936,0.064,0.0,2,@CBS,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18"
135,-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.82,0.121,0.059,2,@CBS,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…"
136,0.4939,Sun Aug 05 22:49:06 +0000 2018,0.862,0.0,0.138,2,@CBS,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…"
137,0.0,Sun Aug 05 22:46:49 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!
138,0.4926,Sun Aug 05 22:32:37 +0000 2018,0.825,0.0,0.175,2,@CBS,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!
139,0.2732,Sun Aug 05 22:32:30 +0000 2018,0.877,0.0,0.123,2,@CBS,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS"
140,0.2716,Sun Aug 05 22:16:36 +0000 2018,0.905,0.0,0.095,2,@CBS,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…
141,-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.867,0.133,0.0,2,@CBS,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…"
142,0.0,Sun Aug 05 22:16:19 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…
143,-0.4019,Sun Aug 05 22:05:44 +0000 2018,0.886,0.114,0.0,2,@CBS,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…"
144,-0.6908,Sun Aug 05 22:00:47 +0000 2018,0.793,0.207,0.0,2,@CBS,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…"
145,0.0,Sun Aug 05 21:48:41 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess
146,0.8555,Sun Aug 05 21:48:36 +0000 2018,0.714,0.0,0.286,2,@CBS,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…"
147,0.5994,Sun Aug 05 21:48:29 +0000 2018,0.766,0.0,0.234,2,@CBS,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…
148,0.6124,Sun Aug 05 21:31:15 +0000 2018,0.792,0.0,0.208,2,@CBS,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…"
149,-0.2748,Sun Aug 05 20:58:52 +0000 2018,0.742,0.153,0.105,2,@CBS,"RT @MurphyBrownCBS: According to Candice Bergen and Diane English, there's never been a more perfect time to revive #MurphyBrown! https://t…"
150,0.0,Sun Aug 05 20:56:17 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @MurphyBrownCBS: #MurphyBrown has always been a political show, and that won't change! Read on about how the show plans to cover hot top…"
151,-0.4588,Sun Aug 05 20:10:33 +0000 2018,0.875,0.125,0.0,2,@CBS,"RT @FBICBS: ""People are going to get a very realistic view of how that office operates and the stresses. It's a zero-tolerance FBI office.…"
152,0.0,Sun Aug 05 19:43:38 +0000 2018,1.0,0.0,0.0,2,@CBS,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0
153,0.0,Sun Aug 05 19:22:22 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…"
154,0.6249,Sun Aug 05 19:21:28 +0000 2018,0.796,0.0,0.204,2,@CBS,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS"
155,0.1384,Sun Aug 05 19:16:45 +0000 2018,0.823,0.079,0.098,2,@CBS,"RT @TheNeighborhood: ""It was so well done, as far as I was concerned, that it became a no brainer to do the show. I called the next morning…"
156,0.0,Sun Aug 05 19:15:53 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @TheNeighborhood: ""This is a show about people. This is a show about families, neighbors, friendships... At its core, this is a show abo…"
157,0.4588,Sun Aug 05 18:54:24 +0000 2018,0.818,0.0,0.182,2,@CBS,"RT @TheNeighborhood: We're here at the #CBS #TCA18 giving you the inside scoop on #TheNeighborhood with our stars @CedEntertainer, @Tichina…"
158,0.0,Sun Aug 05 18:01:09 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @MurphyBrownCBS: That's a wrap on the #MurphyBrown panel at #TCA18! @TheNeighborhood is up next! #CBS
159,0.0,Sun Aug 05 17:55:07 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @MurphyBrownCBS: Diane English reveals ""We have an enormously famous person in our first episode,"" but keeps the secret under wraps! 🙊 #…"
160,0.0,Sun Aug 05 17:51:13 +0000 2018,1.0,0.0,0.0,2,@CBS,"RT @MurphyBrownCBS: Diane English talks about how to stay topically relevant while writing scripts ahead of time &amp; also said, ""We have an i…"
161,0.0,Sun Aug 05 17:47:01 +0000 2018,1.0,0.0,0.0,2,@CBS,RT @MurphyBrownCBS: All the feels! ❤️ #MurphyBrown returns to #CBS this fall! https://t.co/OvQk3CV49W
162,-0.0018,Sun Aug 05 17:39:48 +0000 2018,0.853,0.074,0.073,2,@CBS,"RT @MurphyBrownCBS: ""It's been very emotional for the old guys... We saw Murphy's townhouse and we all got tears in our eyes."" -Candice Ber…"
163,0.0,Sun Aug 05 17:28:37 +0000 2018,1.0,0.0,0.0,2,@CBS,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW"
164,-0.0602,Sun Aug 05 17:28:03 +0000 2018,0.599,0.219,0.182,2,@CBS,"RT @FBICBS: “Even though I was scared to say yes, it was so clear you don’t say no. I knew I couldn’t say no. I couldn’t be more grateful,…"
165,0.1761,Sun Aug 05 17:27:46 +0000 2018,0.735,0.105,0.16,2,@CBS,"RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…"
166,0.1027,Sun Aug 05 17:27:41 +0000 2018,0.767,0.11,0.123,2,@CBS,"RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…"
167,0.0498,Sun Aug 05 17:27:31 +0000 2018,0.746,0.123,0.13,2,@CBS,"RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18"
168,0.6114,Sun Aug 05 14:47:12 +0000 2018,0.818,0.0,0.182,2,@CBS,Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP
169,0.2263,Sat Aug 04 22:57:37 +0000 2018,0.917,0.0,0.083,2,@CBS,RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…
170,0.0,Sat Aug 04 00:24:55 +0000 2018,1.0,0.0,0.0,2,@CBS,Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz
171,0.6124,Fri Aug 03 22:34:08 +0000 2018,0.76,0.0,0.24,2,@CBS,"RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…"
172,0.9098,Tue Jul 31 21:02:33 +0000 2018,0.531,0.0,0.469,2,@CBS,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5
173,0.34,Sat Jul 28 16:43:56 +0000 2018,0.876,0.0,0.124,2,@CBS,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh"
174,0.5707,Wed Jul 25 17:25:36 +0000 2018,0.813,0.0,0.187,2,@CBS,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo"
175,0.0,Wed Jul 25 15:12:31 +0000 2018,1.0,0.0,0.0,2,@CBS,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1"
176,0.34,Wed Jul 25 01:05:03 +0000 2018,0.882,0.0,0.118,2,@CBS,Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW
177,-0.1511,Tue Jul 24 18:54:14 +0000 2018,0.834,0.099,0.068,2,@CBS,"Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN"
178,0.8293,Mon Jul 23 21:30:33 +0000 2018,0.66,0.0,0.34,2,@CBS,The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2
179,0.128,Sun Jul 22 01:56:13 +0000 2018,0.927,0.0,0.073,2,@CBS,RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…
180,-0.296,Sat Jul 21 00:55:28 +0000 2018,0.891,0.109,0.0,2,@CBS,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…
181,-0.296,Sat Jul 21 00:19:12 +0000 2018,0.891,0.109,0.0,2,@CBS,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…
182,-0.7964,Sat Jul 21 00:10:00 +0000 2018,0.736,0.264,0.0,2,@CBS,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX"
183,-0.6597,Fri Jul 20 23:44:54 +0000 2018,0.82,0.18,0.0,2,@CBS,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy
184,0.3182,Fri Jul 20 22:29:36 +0000 2018,0.905,0.0,0.095,2,@CBS,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…"
185,0.0,Fri Jul 20 21:39:09 +0000 2018,1.0,0.0,0.0,2,@CBS,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT
186,0.0,Fri Jul 20 15:08:23 +0000 2018,1.0,0.0,0.0,2,@CBS,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr"
187,0.0,Tue Jul 17 17:55:25 +0000 2018,1.0,0.0,0.0,2,@CBS,🤰👩‍👧🚫🍸 #WorldEmojiDay
188,0.0,Tue Jul 17 17:22:29 +0000 2018,1.0,0.0,0.0,2,@CBS,👨📝✔️ #WorldEmojiDay
189,0.0,Tue Jul 17 17:22:29 +0000 2018,1.0,0.0,0.0,2,@CBS,👩‍💼💼🇺🇸 #WorldEmojiDay
190,0.0,Tue Jul 17 17:22:29 +0000 2018,1.0,0.0,0.0,2,@CBS,🕵️🕵️‍♀️ #WorldEmojiDay
191,0.0,Tue Jul 17 17:22:29 +0000 2018,1.0,0.0,0.0,2,@CBS,⚓️🦅🇺🇸 #WorldEmojiDay
192,0.0,Tue Jul 17 17:22:29 +0000 2018,1.0,0.0,0.0,2,@CBS,🏄🌴🚔 #WorldEmojiDay
193,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,💙👮🍽 #WorldEmojiDay
194,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,💣📎 #WorldEmojiDay
195,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,🌎☄️ #WorldEmojiDay
196,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,🏷💰🎰 #WorldEmojiDay
197,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,👶😴🚫 #WorldEmojiDay
198,0.0,Tue Jul 17 17:22:28 +0000 2018,1.0,0.0,0.0,2,@CBS,🤝💼💰 #WorldEmojiDay
199,0.0,Tue Jul 17 17:22:27 +0000 2018,1.0,0.0,0.0,2,@CBS,💄👠📷 #WorldEmojiDay
200,-0.2732,Wed Aug 29 07:32:20 +0000 2018,0.763,0.161,0.076,3,@CNN,"""John taught us how to lose. ... He failed a lot but he never quit."" Sen. Lindsey Graham pays emotional tribute to… https://t.co/C8tV4dLqtC"
201,-0.2263,Wed Aug 29 07:13:30 +0000 2018,0.881,0.119,0.0,3,@CNN,Trump's bet on Kim Jong Un is looking increasingly shaky | Analysis by @StCollinson https://t.co/iDZ8ytYBjZ https://t.co/YdJNFhVmDy
202,0.0,Wed Aug 29 07:01:03 +0000 2018,1.0,0.0,0.0,3,@CNN,"More than 40,000 bees swarmed a hot dog stand in New York's Times Square, turning the already-busy area into a hive… https://t.co/ILBygpJqNb"
203,0.3818,Wed Aug 29 06:59:35 +0000 2018,0.874,0.0,0.126,3,@CNN,"On a night when Arizona's Republican US Senate primary was expected to command most of the attention, a stunning up… https://t.co/Xuf5oX0TJP"
204,-0.8957,Wed Aug 29 06:45:01 +0000 2018,0.581,0.419,0.0,3,@CNN,"A Baltimore police detective whose department had initially said was fatally shot in a struggle with his killer, ac… https://t.co/EIIJsSBbH5"
205,0.3612,Wed Aug 29 06:31:02 +0000 2018,0.884,0.0,0.116,3,@CNN,"Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/p5WopW8r3Q"
206,0.7906,Wed Aug 29 06:16:00 +0000 2018,0.72,0.0,0.28,3,@CNN,"This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/NfmfnyovVC"
207,-0.8709,Wed Aug 29 06:01:02 +0000 2018,0.575,0.425,0.0,3,@CNN,"Gun-related homicides and suicides kill more people than war, according to a study https://t.co/j4VFWP3QZG https://t.co/T1FZO1ZnZo"
208,0.0,Wed Aug 29 05:46:00 +0000 2018,1.0,0.0,0.0,3,@CNN,Researchers used a manned submersible to bring back the first images of a deep-sea coral reef off the coast of Sout… https://t.co/Hf8Juz1pkd
209,-0.7003,Wed Aug 29 05:31:12 +0000 2018,0.756,0.244,0.0,3,@CNN,RT @CuomoPrimeTime: Dominican Father Boniface Ramsey recounts his 15-year crusade to expose the alleged abuse by former Cardinal Theodore M…
210,0.4939,Wed Aug 29 05:31:08 +0000 2018,0.849,0.0,0.151,3,@CNN,A mother was shoved into the path of an oncoming train. Her daughter jumped onto tracks to save her.… https://t.co/H07T6b9jHY
211,-0.7184,Wed Aug 29 05:16:00 +0000 2018,0.727,0.273,0.0,3,@CNN,"Meet the Arab superhero fighting crime and smashing stereotypes. Emara doesn't wear spandex, skintight leather or m… https://t.co/bJ4eASqKKv"
212,0.0,Wed Aug 29 05:04:36 +0000 2018,1.0,0.0,0.0,3,@CNN,Bernie-backed progressive Andrew Gillum will face a Trump-styled Republican in Florida's governor's race… https://t.co/Dgs7rroJ91
213,-0.5563,Wed Aug 29 05:01:05 +0000 2018,0.841,0.159,0.0,3,@CNN,"Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/sULU7cHvzR"
214,0.0,Wed Aug 29 04:46:00 +0000 2018,1.0,0.0,0.0,3,@CNN,"Bugatti's new Divo supercar costs nearly twice as much as the company's current model, the Chiron, but it can't go… https://t.co/twofLhOOp7"
215,0.4215,Wed Aug 29 04:31:01 +0000 2018,0.865,0.0,0.135,3,@CNN,"Nearly 2.3 million cases of chlamydia, gonorrhea and syphilis were diagnosed in the United States in 2017, accordin… https://t.co/XnNgoLpemp"
216,0.1027,Wed Aug 29 04:18:20 +0000 2018,0.619,0.155,0.227,3,@CNN,Establishment favorite Martha McSally will defeat two right-wing challengers in Arizona's Republican Senate primary… https://t.co/x07cwhView
217,0.0,Wed Aug 29 04:16:00 +0000 2018,1.0,0.0,0.0,3,@CNN,"Korean pop group BTS beats Taylor Swift's record for biggest YouTube debut with the music video for its song ""Idol""… https://t.co/tKl8Zb3m6l"
218,0.6486,Wed Aug 29 04:02:08 +0000 2018,0.741,0.0,0.259,3,@CNN,Sofia Sanchez had two wishes for her 11th birthday. The first came true earlier this month when Drake surprised her… https://t.co/esmOQC6d8M
219,0.5251,Wed Aug 29 03:57:01 +0000 2018,0.855,0.0,0.145,3,@CNN,"RT @CNNTonight: Andrew Gillum: ""I'm a Democrat, but most importantly I'm a Floridan who wants to build a state that has room for everybody…"
220,0.5719,Wed Aug 29 03:56:12 +0000 2018,0.791,0.0,0.209,3,@CNN,"Rep. Kyrsten Sinema has won the Democratic primary for Senate in Arizona, CNN projects https://t.co/oye5DGuoqg"
221,0.1531,Wed Aug 29 03:55:09 +0000 2018,0.685,0.165,0.149,3,@CNN,"Arizona Gov. Doug Ducey, facing a potentially tough battle for re-election in the fall, has won the GOP primary, CN… https://t.co/pYYfdVIaCJ"
222,0.34,Wed Aug 29 03:46:48 +0000 2018,0.727,0.105,0.168,3,@CNN,"Lori Alhadeff, a mother who lost her daughter in the Parkland shooting, wins a spot on the school board… https://t.co/ttPphDIaJF"
223,-0.3182,Wed Aug 29 03:46:04 +0000 2018,0.901,0.099,0.0,3,@CNN,"A day out from their big-ticket debate, a leaked email has turned up the heat -- quite literally -- in the race bet… https://t.co/YT6C0XZKf7"
224,0.128,Wed Aug 29 03:42:19 +0000 2018,0.93,0.0,0.07,3,@CNN,"RT @CNNTonight: ""People didn't think we had a chance, but we did."" Tallahassee Mayor Andrew Gillum speaks with @DonLemon after CNN projects…"
225,0.0,Wed Aug 29 03:31:05 +0000 2018,1.0,0.0,0.0,3,@CNN,A tale of two refugee girls | By Angelina Jolie via @CNNOpinion https://t.co/Dz8R0T1RLA https://t.co/L2dw2uTnAp
226,0.2732,Wed Aug 29 03:16:06 +0000 2018,0.861,0.0,0.139,3,@CNN,Inside Sen. John McCain's surprise eulogy invitation to former President Barack Obama https://t.co/RZFlHcLLZ2 https://t.co/eKDHGzAWYA
227,-0.7845,Wed Aug 29 03:01:05 +0000 2018,0.723,0.277,0.0,3,@CNN,"A dozen prisoners have died in the custody of Mississippi authorities this month and, with the exception of two dea… https://t.co/JESsgqnx7v"
228,-0.6369,Wed Aug 29 02:46:08 +0000 2018,0.833,0.167,0.0,3,@CNN,The police officer who fatally shot an unarmed black man in Tulsa now teaches a course on how other cops can 'survi… https://t.co/L8vueXQ2B2
229,-0.4404,Wed Aug 29 02:31:05 +0000 2018,0.873,0.127,0.0,3,@CNN,The owner of a company that builds 3D-printed guns said he has begun selling blueprints of the weapons to elude a c… https://t.co/j28oea6r9M
230,0.0,Wed Aug 29 02:16:02 +0000 2018,1.0,0.0,0.0,3,@CNN,"Facing scrutiny for hush money payments to a porn star and a former Playboy model, Trump pleaded with evangelical l… https://t.co/Agly0f7p9q"
231,0.6369,Wed Aug 29 02:16:00 +0000 2018,0.819,0.0,0.181,3,@CNN,"“Today I was a candidate for the highest office in the country I love so much. And tonight, I remain her servant. T… https://t.co/UVPPINI7z9"
232,-0.2732,Wed Aug 29 02:03:35 +0000 2018,0.763,0.161,0.076,3,@CNN,"""John taught us how to lose. ... He failed a lot but he never quit."" Sen. Lindsey Graham pays emotional tribute to… https://t.co/4weJvqOQuR"
233,0.8176,Wed Aug 29 01:53:37 +0000 2018,0.727,0.0,0.273,3,@CNN,"RT @cnnbrk: Tallahassee Mayor Andrew Gillum will win Florida's Democratic governor's race, CNN projects. If he wins, he would be the state'…"
234,-0.9217,Wed Aug 29 01:49:47 +0000 2018,0.582,0.418,0.0,3,@CNN,"A 9-year-old died by suicide on Thursday, shortly after coming out as gay and being bullied at school, according to… https://t.co/uVe0GQHwK9"
235,-0.6124,Wed Aug 29 01:43:39 +0000 2018,0.667,0.241,0.093,3,@CNN,RT @CuomoPrimeTime: .@VanJones68: Trump’s warning of possible future violence sounds like “panic on the part of the President trying to sti…
236,0.0,Wed Aug 29 01:43:21 +0000 2018,1.0,0.0,0.0,3,@CNN,RT @AC360: “I’d tell him he was very disrespectful.” American Legion members decry President Trump’s behavior towards the late Sen. John Mc…
237,0.5859,Wed Aug 29 01:42:31 +0000 2018,0.774,0.0,0.226,3,@CNN,"Bernie Sanders-backed progressive Andrew Gillum will win Florida Democratic governor's race, CNN projects… https://t.co/rZ8vtF6LoW"
238,0.0,Wed Aug 29 01:41:04 +0000 2018,1.0,0.0,0.0,3,@CNN,Slowed new construction and a short supply of existing homes for sale have pushed housing prices so high that buyer… https://t.co/CIlqdLGa2x
239,0.0387,Wed Aug 29 01:31:27 +0000 2018,0.843,0.075,0.082,3,@CNN,RT @CuomoPrimeTime: Former Trump WH Legislative Affairs Director Marc Short calls for greater transparency from tech giants but warn agains…
240,-0.296,Wed Aug 29 01:31:06 +0000 2018,0.896,0.104,0.0,3,@CNN,"California will no longer require defendants to post bail in order to be released before trial, in a sweeping refor… https://t.co/mv4GIxHzZ6"
241,0.0,Wed Aug 29 01:19:51 +0000 2018,1.0,0.0,0.0,3,@CNN,"""The hive got overcrowded because it was hot and humid and they just needed a new place to go so they can keep cool… https://t.co/HpuCZ9x2Mw"
242,0.0,Wed Aug 29 01:19:05 +0000 2018,1.0,0.0,0.0,3,@CNN,"More than 40,000 bees swarmed a hot dog stand in Times Square, turning the already-busy area into a hive of activit… https://t.co/034OEV7gMP"
243,0.3182,Wed Aug 29 01:10:05 +0000 2018,0.807,0.067,0.126,3,@CNN,President Trump is now turning his focus toward cutting a trade deal with Canada after the United States and Mexico… https://t.co/AHNFtR1f8L
244,0.5994,Wed Aug 29 00:52:54 +0000 2018,0.837,0.0,0.163,3,@CNN,"RT @AC360: Former campaign manager and family spokesman Rick Davis reflected on Sen. McCain's final moments: “It was a beautiful thing, he…"
245,-0.6499,Wed Aug 29 00:49:06 +0000 2018,0.706,0.216,0.078,3,@CNN,A banker who previously worked with Paul Manafort but was never charged related to Manafort's bank fraud schemes re… https://t.co/tzeYTaW57e
246,0.7906,Wed Aug 29 00:37:48 +0000 2018,0.72,0.0,0.28,3,@CNN,"This is how Ruth Bader Ginsburg, the oldest sitting Supreme Court Justice, stays in shape. She attributes her long… https://t.co/ONLrCICQN4"
247,0.4019,Wed Aug 29 00:35:51 +0000 2018,0.881,0.0,0.119,3,@CNN,RT @AC360: .@SymoneDSanders says she believes President Trump may be attempting to equate Antifa with the Democratic Party in his violence…
248,0.2732,Wed Aug 29 00:31:08 +0000 2018,0.792,0.0,0.208,3,@CNN,Inside McCain's surprise eulogy invitation to Obama https://t.co/Ovs2wU6Rc0 https://t.co/0Q5wwlYLe2
249,-0.1531,Wed Aug 29 00:21:03 +0000 2018,0.833,0.097,0.069,3,@CNN,The judge who will oversee Paul Manafort's trial in Washington has warned members of the defense team several times… https://t.co/meSlWa7457
250,-0.5859,Wed Aug 29 00:20:52 +0000 2018,0.674,0.23,0.096,3,@CNN,"RT @AC360: “Jeff Sessions is now a dead man walking,” says CNN’s @JeffreyToobin. “[T]he Republican Party will never do anything to stop Don…"
251,0.8225,Wed Aug 29 00:14:50 +0000 2018,0.678,0.0,0.322,3,@CNN,"Rep. Ron DeSantis will win Florida's Republican governor's primary, CNN projects, in yet another win for a Trump-ba… https://t.co/5pJqz1Y3ro"
252,-0.128,Wed Aug 29 00:11:04 +0000 2018,0.667,0.2,0.133,3,@CNN,The former CEO of Barnes &amp; Noble is suing the bookseller over his firing last month https://t.co/9saAEwKexu https://t.co/50mk7FweBe
253,0.3182,Wed Aug 29 00:04:35 +0000 2018,0.916,0.0,0.084,3,@CNN,RT @OutFrontCNN: Sen. Mark Warner says his former Senate colleague John McCain told him 'to stick at it and get to the truth' in the Russia…
254,0.0,Wed Aug 29 00:01:05 +0000 2018,1.0,0.0,0.0,3,@CNN,A tale of two refugee girls | By Angelina Jolie via @CNNOpinion https://t.co/T8IV5Hq92F https://t.co/Kf3mnGf0UO
255,-0.4767,Tue Aug 28 23:51:03 +0000 2018,0.853,0.147,0.0,3,@CNN,Former Papa John's chairman John Schnatter says he believes he's being scapegoated for the pizza chain's poor perfo… https://t.co/CzYxf5brI5
256,-0.7506,Tue Aug 28 23:47:38 +0000 2018,0.782,0.218,0.0,3,@CNN,"RT @OutFrontCNN: ""Never, ever has any president come even close to saying if my side loses there's going to be violence. I think it is irre…"
257,-0.5563,Tue Aug 28 23:41:01 +0000 2018,0.841,0.159,0.0,3,@CNN,"Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/tYL8nukK4A"
258,0.0,Tue Aug 28 23:31:05 +0000 2018,0.702,0.149,0.149,3,@CNN,"Supreme Court nominee Brett Kavanaugh will be introduced by Republican Sen. Rob Portman of Ohio, former Secretary o… https://t.co/uOTbCpMwru"
